participantID,speed,trial,side_foot_strike1,time_foot_strike1,side_foot_strike2,time_foot_strike2,side_foot_off1,time_foot_off1,side_foot_off2,time_foot_off2,side_foot_strike3,time_foot_strike3,side_foot_strike4,time_foot_strike4,side_foot_off3,time_foot_off3
2014014,4,2,l,0.050000001,l,1.169999838,r,0.209999964,r,1.349999905,r,0.619999945,r,1.74000001,l,0.780000031
2014014,4,3,l,0.050000016,l,1.160000086,r,0.199999988,r,1.320000172,r,0.610000074,r,1.710000038,l,0.759999931
2014014,4,4,l,0.050000019,l,1.139999986,r,0.219999969,r,1.320000052,r,0.599999964,r,1.720000148,l,0.770000041
2014014,4,5,l,0.050000038,l,1.169999957,r,0.200000018,r,1.350000024,r,0.619999945,r,1.740000129,l,0.780000031
2014014,5,1,r,0.050000057,r,0.990000129,l,0.159999952,l,1.090000033,l,0.5200001,l,1.469999909,r,0.629999995
2014014,5,2,l,0.049999997,l,1.019999862,r,0.179999992,r,1.159999967,r,0.550000012,r,1.509999871,l,0.660000026
2014014,5,3,r,0.049999949,r,1.0200001,l,0.159999967,l,1.149999976,l,0.530000091,l,1.5200001,r,0.659999967
2014014,5,4,l,0.050000019,l,1.030000091,r,0.160000026,r,1.169999957,r,0.550000012,r,1.51000011,l,0.659999907
2014015,1,1,r,0.050000116,r,2.710000038,l,0.840000093,l,3.309999943,l,1.439999938,l,4,r,2.090000153
2014015,1,2,l,0.050000086,l,2.589999914,r,0.620000005,r,3.310000181,r,1.279999852,r,4.039999962,l,1.920000196
2014015,1,3,l,0.049999982,l,2.729999781,r,0.619999886,r,3.299999952,r,1.319999933,r,3.950000048,l,1.980000019
2014015,1,4,l,0.049999952,l,2.519999981,r,0.680000067,r,3.099999905,r,1.329999924,r,3.800000191,l,1.889999866
2014015,1,5,r,0.049999952,r,2.809999943,l,0.819999933,l,3.440000057,l,1.510000229,l,4.059999943,r,2.150000095
2014015,2,1,r,0.049999904,r,1.620000124,l,0.360000074,l,1.910000086,l,0.880000055,l,2.399999857,r,1.140000105
2014015,2,2,r,0.050000019,r,1.530000091,l,0.319999993,l,1.820000052,l,0.819999993,l,2.299999952,r,1.090000033
2014015,2,3,r,0.050000049,r,1.659999967,l,0.320000023,l,1.960000157,l,0.850000024,l,2.46999979,r,1.179999948
2014015,2,4,r,0.049999975,r,1.540000081,l,0.320000082,l,1.870000005,l,0.840000033,l,2.349999905,r,1.110000014
2014015,2,5,r,0.050000004,r,1.629999995,l,0.320000112,l,1.969999909,l,0.840000093,l,2.460000277,r,1.129999995
2014015,3,1,r,0.049999978,r,1.230000138,l,0.24999997,l,1.470000148,l,0.660000026,l,1.850000024,r,0.869999945
2014015,3,2,r,0.050000023,r,1.160000086,l,0.219999984,l,1.340000153,l,0.609999955,l,1.74000001,r,0.769999921
2014015,3,3,r,0.049999967,r,1.209999919,l,0.210000053,l,1.399999976,l,0.649999976,l,1.749999881,r,0.830000043
2014015,3,4,r,0.049999982,r,1.220000029,l,0.220000058,l,1.420000076,l,0.660000086,l,1.819999933,r,0.839999914
2014015,4,1,l,0.050000004,l,1.199999928,r,0.199999988,r,1.360000014,r,0.630000055,r,1.749999881,l,0.790000021
2014015,4,2,l,0.04999999,l,1.210000038,r,0.179999992,r,1.389999866,r,0.639999926,r,1.789999962,l,0.810000002
2014015,4,3,l,0.050000019,l,1.189999938,r,0.199999988,r,1.370000005,r,0.639999926,r,1.76000011,l,0.810000002
2014015,4,4,l,0.04999999,l,1.269999981,r,0.170000002,r,1.460000038,r,0.670000136,r,1.839999914,l,0.829999983
2014015,4,5,l,0.049999963,l,1.299999952,r,0.200000063,r,1.49000001,r,0.670000076,r,1.890000105,l,0.859999895
2014015,5,1,r,0.049999997,r,1.049999952,l,0.150000021,l,1.179999948,l,0.579999983,l,1.539999843,r,0.689999998
2014015,5,2,l,0.049999941,l,1.039999962,r,0.159999952,r,1.170000076,r,0.549999952,r,1.569999933,l,0.670000076
2014015,5,3,r,0.050000016,r,1.039999962,l,0.160000026,l,1.170000076,l,0.560000002,l,1.570000172,r,0.680000007
2014015,5,4,l,0.049999997,l,1.070000052,r,0.170000002,r,1.209999919,r,0.569999993,r,1.570000052,l,0.699999988
2014015,5,5,r,0.050000027,r,1.040000081,l,0.170000032,l,1.159999967,l,0.569999993,l,1.530000091,r,0.669999897
2014016,1,1,r,0.050000094,r,2.389999866,l,0.660000205,l,3.019999981,l,1.269999862,l,3.71999979,r,1.780000091
2014016,1,2,l,0.049999923,l,2.640000105,r,0.549999952,r,3.370000124,r,1.220000029,r,3.99000001,l,1.950000048
2014016,1,3,l,0.049999956,l,2.020000219,r,0.51000011,r,2.369999886,r,0.98999989,r,2.940000057,l,1.449999928
2014016,1,4,l,0.050000049,l,2.159999847,r,0.49999997,r,2.739999771,r,1.000000119,r,3.25,l,1.570000052
2014016,1,5,l,0.050000038,l,2.74000001,r,0.819999993,r,3.529999971,r,1.379999995,r,4.079999924,l,2.199999809
2014016,2,1,r,0.050000057,r,1.629999995,l,0.389999986,l,1.930000186,l,0.870000005,l,2.370000124,r,1.159999967
2014016,2,2,r,0.049999941,r,1.74000001,l,0.390000105,l,2.0400002,l,0.910000086,l,2.529999971,r,1.24000001
2014016,2,3,r,0.04999999,r,1.539999962,l,0.289999992,l,1.819999933,l,0.849999964,l,2.279999971,r,1.099999905
2014016,3,1,r,0.050000019,r,1.250000119,l,0.26000005,l,1.480000138,l,0.669999897,l,1.870000005,r,0.879999936
2014016,3,2,r,0.050000008,r,1.210000038,l,0.229999959,l,1.369999886,l,0.640000045,l,1.779999971,r,0.810000002
2014016,3,3,r,0.050000057,r,1.189999938,l,0.229999885,l,1.379999995,l,0.639999986,l,1.800000072,r,0.820000052
2014016,3,4,r,0.050000001,r,1.25,l,0.239999995,l,1.440000057,l,0.670000017,l,1.870000124,r,0.879999995
2014016,4,1,l,0.050000008,l,1.149999857,r,0.189999998,r,1.299999952,r,0.579999983,r,1.669999838,l,0.729999959
2014016,4,2,l,0.050000008,l,1.129999995,r,0.189999998,r,1.279999971,r,0.579999983,r,1.669999838,l,0.709999979
2014016,4,3,l,0.049999967,l,1.159999967,r,0.179999962,r,1.310000062,r,0.580000043,r,1.689999938,l,0.73999989
2014016,4,4,l,0.050000001,l,1.200000048,r,0.199999973,r,1.389999866,r,0.620000064,r,1.75999999,l,0.770000041
2014016,5,1,l,0.049999982,l,1.00999999,r,0.159999996,r,1.139999866,r,0.50999999,r,1.49000001,l,0.629999876
2014016,5,2,l,0.050000004,l,1,r,0.150000036,r,1.120000005,r,0.520000041,r,1.4799999,l,0.620000064
2014016,5,3,l,0.049999975,l,0.99999994,r,0.13000001,r,1.100000024,r,0.509999931,r,1.49000001,l,0.589999974
2014016,5,4,l,0.050000023,l,1,r,0.140000001,r,1.110000014,r,0.519999981,r,1.470000029,l,0.629999995
2014019,1,1,l,0.050000075,l,2.980000019,r,0.930000186,r,3.809999943,r,1.519999862,r,4.460000038,l,2.380000114
2014019,1,2,l,0.049999934,l,2.900000095,r,0.880000114,r,3.849999905,r,1.440000057,r,4.380000114,l,2.329999924
2014019,1,3,r,0.049999934,r,3.019999981,l,0.910000086,l,3.869999886,l,1.449999809,l,4.480000019,r,2.420000076
2014019,1,4,r,0.04999977,r,2.980000019,l,0.810000002,l,3.809999943,l,1.519999981,l,4.679999828,r,2.46999979
2014019,1,5,l,0.049999963,l,3.020000219,r,0.839999914,r,3.810000181,r,1.410000086,r,4.430000305,l,2.200000048
2014019,2,1,r,0.050000008,r,1.720000029,l,0.369999945,l,2.019999981,l,0.889999926,l,2.519999981,r,1.210000038
2014019,2,2,r,0.050000038,r,1.709999919,l,0.349999994,l,2.049999952,l,0.899999917,l,2.549999952,r,1.179999948
2014019,2,3,r,0.050000001,r,1.680000067,l,0.319999993,l,2,l,0.890000045,l,2.539999962,r,1.189999938
2014019,2,4,r,0.049999941,r,1.750000238,l,0.390000105,l,2.109999895,l,0.880000114,l,2.649999857,r,1.24000001
2014019,2,5,r,0.050000094,r,1.629999995,l,0.330000073,l,1.939999938,l,0.830000043,l,2.430000305,r,1.159999967
2014019,3,1,l,0.050000016,l,1.219999909,r,0.200000048,r,1.399999976,r,0.639999986,r,1.820000052,l,0.799999952
2014019,3,2,l,0.050000008,l,1.220000029,r,0.209999979,r,1.399999857,r,0.640000045,r,1.809999943,l,0.810000002
2014019,3,3,l,0.050000004,l,1.199999928,r,0.199999988,r,1.379999995,r,0.640000045,r,1.789999843,l,0.780000031
2014019,3,4,r,0.050000049,r,1.219999909,l,0.210000008,l,1.409999967,l,0.629999995,l,1.830000043,r,0.810000062
2014019,3,5,l,0.049999952,l,1.210000038,r,0.200000048,r,1.380000114,r,0.629999995,r,1.779999971,l,0.789999962
2014019,4,1,l,0.050000034,l,1.150000095,r,0.180000022,r,1.299999952,r,0.599999964,r,1.680000067,l,0.74999994
2014019,4,2,l,0.050000034,l,1.140000105,r,0.190000013,r,1.309999943,r,0.589999974,r,1.700000048,l,0.759999931
2014019,4,3,l,0.050000001,l,1.109999895,r,0.189999983,r,1.25999999,r,0.589999974,r,1.639999866,l,0.729999959
2014019,4,4,l,0.049999971,l,1.139999866,r,0.199999943,r,1.289999962,r,0.600000024,r,1.680000067,l,0.75999999
2014019,4,5,l,0.04999999,l,1.119999886,r,0.160000011,r,1.269999981,r,0.569999993,r,1.659999847,l,0.740000069
2014019,5,1,l,0.049999982,l,0.899999857,r,0.150000006,r,1.00999999,r,0.490000039,r,1.339999914,l,0.569999933
2014019,5,2,l,0.050000034,l,0.939999998,r,0.160000041,r,1.039999962,r,0.48999998,r,1.370000124,l,0.569999993
2014019,5,3,l,0.049999982,l,0.929999948,r,0.119999975,r,1.039999962,r,0.480000049,r,1.359999895,l,0.579999924
2014019,5,4,r,0.04999999,r,0.930000067,l,0.119999982,l,1.019999981,l,0.50999999,l,1.350000024,r,0.580000043
2014019,5,5,r,0.049999993,r,0.930000067,l,0.119999982,l,1.029999971,l,0.479999989,l,1.350000024,r,0.590000033
2014022,1,1,r,0.050000086,r,2.5400002,l,0.629999995,l,3.140000105,l,1.350000024,l,3.7900002,r,1.949999928
2014022,1,2,l,0.049999934,l,2.590000153,r,0.75,r,3.309999943,r,1.329999924,r,3.960000038,l,2.059999943
2014022,1,3,l,0.049999982,l,2.629999876,r,0.649999857,r,3.149999857,r,1.279999971,r,3.810000181,l,1.9599998
2014022,1,4,l,0.050000027,l,2.590000153,r,0.710000098,r,3.25,r,1.340000272,r,3.889999866,l,1.980000138
2014022,1,5,l,0.049999904,l,2.50999999,r,0.640000045,r,3.129999876,r,1.299999952,r,3.74000001,l,1.930000067
2014022,2,1,r,0.049999885,r,1.779999852,l,0.400000036,l,2.160000086,l,0.920000017,l,2.629999876,r,1.259999871
2014022,2,2,r,0.049999885,r,1.73999989,l,0.340000093,l,2.049999952,l,0.920000017,l,2.600000143,r,1.2299999
2014022,2,3,r,0.050000057,r,1.709999919,l,0.340000033,l,1.999999881,l,0.879999995,l,2.559999704,r,1.189999938
2014022,2,4,r,0.050000038,r,1.749999881,l,0.340000004,l,2.059999704,l,0.909999907,l,2.649999857,r,1.209999919
2014022,2,5,r,0.050000019,r,1.730000138,l,0.349999964,l,2.059999704,l,0.909999907,l,2.620000124,r,1.220000148
2014022,3,1,r,0.050000027,r,1.189999938,l,0.209999993,l,1.379999995,l,0.629999936,l,1.7700001,r,0.810000002
2014022,3,2,l,0.050000001,l,1.230000019,r,0.209999964,r,1.379999876,r,0.639999926,r,1.789999962,l,0.810000002
2014022,3,3,l,0.049999956,l,1.249999881,r,0.220000029,r,1.439999938,r,0.649999976,r,1.899999976,l,0.840000033
2014022,3,4,l,0.049999997,l,1.23999989,r,0.199999973,r,1.399999976,r,0.630000055,r,1.810000062,l,0.800000012
2014022,4,1,l,0.050000016,l,1.25,r,0.229999959,r,1.400000095,r,0.650000036,r,1.830000162,l,0.820000112
2014022,4,2,l,0.050000042,l,1.160000086,r,0.170000046,r,1.299999952,r,0.610000134,r,1.700000048,l,0.75
2014022,4,3,l,0.04999999,l,1.200000048,r,0.199999973,r,1.339999914,r,0.620000064,r,1.75999999,l,0.780000031
2014022,4,4,l,0.049999941,l,1.140000105,r,0.169999942,r,1.25,r,0.570000052,r,1.670000076,l,0.710000038
2014022,4,5,l,0.050000057,l,1.120000005,r,0.169999942,r,1.26000011,r,0.600000024,r,1.669999957,l,0.7299999
2014022,5,1,l,0.050000057,l,0.949999928,r,0.139999971,r,1.040000081,r,0.51000011,r,1.409999967,l,0.600000024
2014022,5,2,l,0.050000057,l,0.939999938,r,0.109999999,r,1.030000091,r,0.49000001,r,1.389999986,l,0.590000033
2014022,5,3,l,0.050000008,l,0.940000117,r,0.130000055,r,1.049999952,r,0.51000005,r,1.389999866,l,0.609999955
2014024,1,1,l,0.050000172,l,2.869999886,r,0.539999962,r,3.300000191,r,1.409999847,r,4.259999752,l,1.860000134
2014024,1,2,l,0.050000191,l,2.900000095,r,0.559999943,r,3.320000172,r,1.429999828,r,4.279999733,l,1.860000134
2014024,1,3,r,0.050000094,r,3,l,0.649999976,l,3.730000019,l,1.7299999,l,4.559999943,r,2.139999866
2014024,1,4,r,0.050000057,r,2.979999781,l,0.660000205,l,3.430000067,l,1.459999919,l,4.599999905,r,2.029999971
2014024,1,5,r,0.049999963,r,2.939999819,l,0.689999819,l,3.5400002,l,1.49000001,l,4.570000648,r,1.999999762
2014024,2,1,r,0.049999963,r,1.729999781,l,0.279999971,l,1.970000029,l,0.920000076,l,2.5400002,r,1.180000067
2014024,2,2,l,0.050000086,l,1.799999833,r,0.320000052,r,2.0400002,r,0.949999928,r,2.609999895,l,1.199999928
2014024,2,3,l,0.050000008,l,1.769999981,r,0.310000002,r,2.029999733,r,0.929999888,r,2.619999886,l,1.179999828
2014024,2,4,l,0.049999982,l,1.710000038,r,0.309999973,r,1.970000029,r,0.910000086,r,2.560000181,l,1.160000086
2014024,2,5,l,0.049999885,l,1.839999795,r,0.330000103,r,2.120000124,r,0.959999979,r,2.700000048,l,1.209999919
2014024,3,1,r,0.049999896,r,1.289999962,l,0.23999995,l,1.460000038,l,0.670000017,l,1.889999866,r,0.860000074
2014024,3,2,r,0.049999941,r,1.25999999,l,0.220000014,l,1.440000057,l,0.680000067,l,1.859999895,r,0.839999914
2014024,3,3,l,0.050000023,l,1.269999981,r,0.219999984,r,1.430000067,r,0.670000017,r,1.830000162,l,0.840000093
2014024,3,4,l,0.04999999,l,1.280000091,r,0.219999999,r,1.469999909,r,0.680000067,r,1.919999957,l,0.860000014
2014024,3,5,r,0.050000068,r,1.310000062,l,0.2299999,l,1.480000138,l,0.679999948,l,1.920000196,r,0.870000005
2014024,4,1,r,0.050000057,r,1.280000091,l,0.180000052,l,1.389999986,l,0.680000067,l,1.850000024,r,0.810000062
2014024,4,2,l,0.049999993,l,1.309999943,r,0.170000002,r,1.450000048,r,0.710000038,r,1.860000134,l,0.830000043
2014024,4,3,l,0.050000042,l,1.230000019,r,0.200000018,r,1.370000124,r,0.660000086,r,1.819999933,l,0.779999971
2014024,4,4,l,0.050000012,l,1.25999999,r,0.149999976,r,1.380000114,r,0.659999967,r,1.789999962,l,0.769999981
2014024,4,5,l,0.050000023,l,1.24000001,r,0.160000041,r,1.350000143,r,0.680000007,r,1.779999971,l,0.789999902
2014024,5,1,l,0.049999993,l,1.110000014,r,0.140000001,r,1.189999938,r,0.599999964,r,1.610000014,l,0.649999976
2014024,5,2,r,0.049999993,r,1.190000057,l,0.14000003,l,1.289999962,l,0.649999976,l,1.710000038,r,0.720000029
2014024,5,3,l,0.050000016,l,1.070000052,r,0.139999986,r,1.150000095,r,0.579999983,r,1.549999952,l,0.640000045
2014024,5,4,l,0.050000038,l,1.090000033,r,0.129999965,r,1.199999928,r,0.579999983,r,1.620000005,l,0.649999917
2014024,5,5,l,0.050000027,l,1.090000033,r,0.140000001,r,1.179999948,r,0.590000033,r,1.600000024,l,0.669999957
2014025,1,1,r,0.050000019,r,2.859999895,l,0.819999993,l,3.580000162,l,1.570000052,l,4.559999943,r,2.220000029
2014025,1,2,r,0.050000049,r,2.630000114,l,0.709999919,l,3.110000134,l,1.460000157,l,4.069999695,r,2.039999962
2014025,1,3,r,0.050000038,r,3.059999704,l,0.679999888,l,3.660000086,l,1.620000005,l,4.460000038,r,2.109999895
2014025,1,4,r,0.049999848,r,2.74000001,l,0.7700001,l,3.400000334,l,1.460000157,l,4.169999599,r,2.210000277
2014025,1,5,r,0.049999811,r,3.019999981,l,0.759999871,l,3.829999447,l,1.620000005,l,4.440000057,r,2.380000114
2014025,2,1,r,0.050000023,r,1.720000029,l,0.310000002,l,1.950000048,l,0.930000007,l,2.520000219,r,1.210000038
2014025,2,2,r,0.050000034,r,1.670000076,l,0.299999923,l,1.920000076,l,0.880000055,l,2.5,r,1.150000095
2014025,2,3,r,0.049999949,r,1.790000081,l,0.350000024,l,2.029999971,l,0.98999989,l,2.639999866,r,1.2700001
2014025,2,4,r,0.049999997,r,1.639999986,l,0.280000001,l,1.860000014,l,0.840000093,l,2.410000086,r,1.070000052
2014025,2,5,r,0.050000034,r,1.74000001,l,0.340000004,l,2.049999952,l,0.910000026,l,2.559999943,r,1.24000001
2014025,3,1,r,0.049999956,r,1.179999948,l,0.189999938,l,1.350000024,l,0.629999995,l,1.780000091,r,0.800000072
2014025,3,2,r,0.050000027,r,1.139999986,l,0.180000022,l,1.290000081,l,0.599999964,l,1.679999948,r,0.759999931
2014025,3,3,r,0.049999975,r,1.129999995,l,0.209999949,l,1.300000072,l,0.620000005,l,1.699999928,r,0.769999981
2014025,3,4,r,0.050000016,r,1.220000029,l,0.199999988,l,1.420000076,l,0.640000045,l,1.840000153,r,0.830000103
2014025,3,5,l,0.050000038,l,1.220000148,r,0.210000008,r,1.370000005,r,0.649999917,r,1.790000081,l,0.769999921
2014025,4,1,r,0.050000016,r,0.98999995,l,0.149999976,l,1.110000014,l,0.540000021,l,1.460000038,r,0.660000026
2014025,4,2,r,0.050000027,r,1.0200001,l,0.129999951,l,1.129999995,l,0.540000021,l,1.51000011,r,0.650000036
2014025,4,3,r,0.050000016,r,0.99999994,l,0.160000026,l,1.120000005,l,0.550000012,l,1.49000001,r,0.660000026
2014025,4,4,r,0.050000049,r,1.000000119,l,0.129999965,l,1.110000014,l,0.529999971,l,1.459999919,r,0.639999986
2014025,5,1,l,0.049999978,l,0.810000002,r,0.119999975,r,0.889999926,r,0.430000037,r,1.160000086,l,0.509999931
2014025,5,2,l,0.050000001,l,0.820000052,r,0.119999997,r,0.909999967,r,0.440000057,r,1.190000057,l,0.529999971
2014025,5,3,l,0.049999949,l,0.840000033,r,0.129999995,r,0.939999938,r,0.429999948,r,1.2299999,l,0.529999971
2014025,5,4,r,0.050000004,r,0.819999993,l,0.120000057,l,0.910000026,l,0.469999969,l,1.2299999,r,0.540000021
2014029,1,1,l,0.050000116,l,3.190000057,r,0.920000017,r,4,r,1.7299999,r,4.950000286,l,2.53000021
2014029,1,2,r,0.049999904,r,3.200000048,l,0.930000007,l,4.069999695,l,1.660000086,l,4.68999958,r,2.439999819
2014029,1,3,l,0.050000049,l,3.069999695,r,0.830000043,r,3.880000114,r,1.5200001,r,4.589999676,l,2.480000019
2014029,1,4,l,0.050000049,l,3.099999905,r,0.850000024,r,3.869999886,r,1.5200001,r,4.539999962,l,2.360000134
2014029,1,5,l,0.050000001,l,3.080000162,r,0.870000184,r,4.080000401,r,1.549999952,r,4.720000267,l,2.4599998
2014029,2,1,r,0.049999915,r,1.880000114,l,0.400000066,l,2.269999981,l,1.00999999,l,2.760000229,r,1.380000114
2014029,2,2,r,0.050000016,r,1.809999943,l,0.360000074,l,2.090000153,l,0.920000017,l,2.670000076,r,1.25
2014029,2,3,r,0.050000016,r,1.769999981,l,0.360000074,l,2.029999971,l,0.930000007,l,2.619999886,r,1.24000001
2014029,2,4,r,0.050000105,r,1.830000043,l,0.360000044,l,2.170000315,l,0.930000007,l,2.640000105,r,1.23999989
2014029,2,5,r,0.050000057,r,1.830000043,l,0.360000014,l,2.109999895,l,0.919999957,l,2.629999876,r,1.209999919
2014029,3,1,r,0.050000019,r,1.330000043,l,0.219999969,l,1.51000011,l,0.669999897,l,1.929999948,r,0.869999945
2014029,3,2,r,0.050000001,r,1.379999876,l,0.26000005,l,1.599999905,l,0.710000098,l,2.089999914,r,0.930000126
2014029,3,3,r,0.049999963,r,1.400000095,l,0.240000024,l,1.609999895,l,0.75,l,2.069999933,r,0.960000038
2014029,3,4,r,0.049999997,r,1.279999852,l,0.229999945,l,1.459999919,l,0.670000017,l,1.909999967,r,0.870000064
2014029,3,5,r,0.049999952,r,1.230000019,l,0.24000001,l,1.440000057,l,0.609999895,l,1.880000114,r,0.849999905
2014029,4,1,l,0.050000034,l,1.230000019,r,0.200000003,r,1.400000095,r,0.660000026,r,1.819999933,l,0.799999893
2014029,4,2,l,0.049999952,l,1.210000038,r,0.210000038,r,1.410000086,r,0.630000114,r,1.849999905,l,0.809999943
2014029,4,3,l,0.049999967,l,1.280000091,r,0.230000034,r,1.439999938,r,0.669999957,r,1.870000005,l,0.830000043
2014029,4,4,l,0.050000004,l,1.259999871,r,0.219999969,r,1.459999919,r,0.650000036,r,1.899999976,l,0.820000112
2014029,4,5,l,0.049999967,l,1.249999881,r,0.210000053,r,1.439999938,r,0.649999976,r,1.879999995,l,0.800000072
2014029,5,1,r,0.049999934,r,1.069999933,l,0.170000061,l,1.220000029,l,0.549999952,l,1.620000124,r,0.710000038
2014029,5,2,r,0.049999986,r,1.080000043,l,0.159999996,l,1.209999919,l,0.550000012,l,1.600000024,r,0.689999998
2014029,5,3,l,0.050000008,l,1.089999914,r,0.179999888,r,1.25,r,0.569999993,r,1.659999847,l,0.710000098
2014029,5,4,l,0.050000027,l,1.080000043,r,0.180000022,r,1.230000138,r,0.550000012,r,1.629999995,l,0.689999878
2014029,5,5,r,0.050000019,r,1.129999995,l,0.170000017,l,1.26000011,l,0.589999974,l,1.659999967,r,0.719999969
2014030,1,1,l,0.049999904,l,2.839999914,r,0.649999797,r,3.460000277,r,1.460000277,r,4.309999466,l,2.160000086
2014030,1,2,l,0.049999829,l,2.880000114,r,0.7700001,r,3.399999619,r,1.500000119,r,4.099999428,l,2.230000019
2014030,1,3,l,0.049999829,l,2.890000343,r,0.7700001,r,3.420000076,r,1.469999909,r,4.099999428,l,2.230000019
2014030,1,4,l,0.049999971,l,2.699999809,r,0.700000048,r,3.420000076,r,1.429999828,r,4.119999886,l,2.139999866
2014030,1,5,l,0.049999971,l,2.699999809,r,0.690000057,r,3.420000076,r,1.429999828,r,4.150000095,l,2.139999866
2014030,2,1,r,0.049999963,r,1.670000076,l,0.299999952,l,1.950000048,l,0.869999886,l,2.470000029,r,1.140000105
2014030,2,2,r,0.050000049,r,1.580000043,l,0.27000007,l,1.810000062,l,0.840000033,l,2.389999866,r,1.030000091
2014030,2,3,l,0.050000094,l,1.629999995,r,0.300000101,r,1.840000033,r,0.820000052,r,2.349999905,l,1.070000052
2014030,3,1,l,0.050000053,l,1.25,r,0.200000033,r,1.410000086,r,0.650000095,r,1.839999914,l,0.829999924
2014030,3,2,l,0.049999982,l,1.200000048,r,0.209999949,r,1.329999924,r,0.629999876,r,1.75999999,l,0.769999981
2014030,3,3,l,0.050000019,l,1.189999938,r,0.180000007,r,1.330000043,r,0.609999955,r,1.740000129,l,0.770000041
2014030,3,4,r,0.04999999,r,1.180000067,l,0.219999954,l,1.319999933,l,0.639999926,l,1.730000019,r,0.770000041
2014030,3,5,l,0.050000034,l,1.190000057,r,0.200000003,r,1.350000143,r,0.629999936,r,1.75,l,0.780000031
2014030,4,1,r,0.050000001,r,1.200000048,l,0.219999954,l,1.369999886,l,0.639999926,l,1.75999999,r,0.790000021
2014030,4,2,r,0.050000023,r,1.25,l,0.219999984,l,1.400000095,l,0.660000026,l,1.819999933,r,0.819999874
2014030,4,3,r,0.050000004,r,1.129999995,l,0.209999979,l,1.279999852,l,0.620000064,l,1.679999948,r,0.73999995
2014030,4,4,r,0.050000053,r,1.160000086,l,0.220000014,l,1.319999933,l,0.630000114,l,1.730000019,r,0.75999999
2014030,4,5,r,0.050000008,r,1.179999828,l,0.209999979,l,1.339999914,l,0.619999945,l,1.730000019,r,0.75000006
2014030,5,1,l,0.049999975,l,1.009999871,r,0.140000015,r,1.110000014,r,0.519999981,r,1.48999989,l,0.639999986
2014030,5,2,r,0.049999956,r,1.01000011,l,0.159999967,l,1.120000005,l,0.549999952,l,1.48999989,r,0.649999976
2014030,5,3,l,0.050000042,l,0.980000019,r,0.139999956,r,1.059999943,r,0.49999997,r,1.440000057,l,0.600000024
2014030,5,4,r,0.050000057,r,0.9799999,l,0.12999998,l,1.080000043,l,0.529999971,l,1.459999919,r,0.610000014
2014030,5,5,l,0.049999952,l,0.970000029,r,0.139999986,r,1.059999943,r,0.5,r,1.430000067,l,0.600000024
2014031,1,1,l,0.050000001,l,2.910000086,r,0.830000222,r,3.640000105,r,1.390000105,r,4.380000114,l,2.200000048
2014031,1,2,l,0.049999896,l,2.710000038,r,0.689999998,r,3.53000021,r,1.269999981,r,4.110000134,l,1.940000057
2014031,1,3,l,0.049999934,l,2.849999905,r,0.799999952,r,3.590000153,r,1.430000067,r,4.260000229,l,2.190000057
2014031,1,4,r,0.050000049,r,2.880000114,l,0.810000062,l,3.489999771,l,1.469999909,l,4.299999714,r,2.190000057
2014031,1,5,r,0.049999963,r,2.879999876,l,0.890000105,l,3.680000067,l,1.479999781,l,4.350000381,r,2.25999999
2014031,2,1,l,0.049999982,l,1.680000067,r,0.309999973,r,2.00999999,r,0.879999876,r,2.589999914,l,1.109999895
2014031,2,2,r,0.050000057,r,1.809999824,l,0.399999976,l,2.140000105,l,0.959999919,l,2.620000124,r,1.240000129
2014031,2,3,r,0.049999982,r,1.7099998,l,0.319999963,l,2.0400002,l,0.920000076,l,2.49000001,r,1.190000057
2014031,2,4,r,0.049999896,r,1.710000038,l,0.320000112,l,2.039999962,l,0.920000017,l,2.579999924,r,1.220000029
2014031,3,1,l,0.049999997,l,1.23999989,r,0.240000054,r,1.419999957,r,0.660000026,r,1.830000043,l,0.830000103
2014031,3,2,r,0.049999963,r,1.25999999,l,0.240000024,l,1.420000076,l,0.660000086,l,1.849999905,r,0.849999905
2014031,3,3,l,0.049999982,l,1.25,r,0.220000058,r,1.450000048,r,0.660000086,r,1.899999857,l,0.839999914
2014031,3,4,l,0.050000042,l,1.269999981,r,0.23999998,r,1.470000029,r,0.680000067,r,1.890000105,l,0.860000134
2014031,4,1,l,0.049999971,l,1.129999876,r,0.189999953,r,1.289999962,r,0.590000033,r,1.639999866,l,0.74000001
2014031,4,2,l,0.049999941,l,1.079999924,r,0.200000033,r,1.25999999,r,0.590000033,r,1.640000105,l,0.75
2014031,4,3,l,0.049999967,l,1.110000014,r,0.179999962,r,1.249999881,r,0.569999933,r,1.610000014,l,0.710000038
2014031,4,4,l,0.04999999,l,1.099999905,r,0.199999973,r,1.269999981,r,0.589999974,r,1.639999866,l,0.730000079
2014031,4,5,l,0.050000016,l,1.100000143,r,0.209999979,r,1.269999981,r,0.589999974,r,1.620000124,l,0.73999995
2014031,5,1,l,0.049999956,l,0.969999909,r,0.139999986,r,1.080000043,r,0.5,r,1.419999957,l,0.620000005
2014031,5,2,l,0.050000057,l,1.030000091,r,0.190000042,r,1.159999967,r,0.560000062,r,1.500000119,l,0.669999957
2014031,5,3,l,0.050000019,l,1.0200001,r,0.160000026,r,1.139999986,r,0.530000031,r,1.500000119,l,0.650000036
2014031,5,4,l,0.050000027,l,1.0200001,r,0.180000022,r,1.139999986,r,0.550000012,r,1.480000138,l,0.660000026
